s1_micro_credit_count,s1_micro_credit_total,s1_source_account_age_days,s1_inter_credit_timing_var,s1_source_dormancy_score,s1_isolation_anomaly_score,s1_pattern_confidence,s2_imei_changed_24h,s2_hours_between_change_norm,s2_unique_imei_count_norm,s2_unique_sim_count_norm,s2_blocked_prefix_matches_norm,s2_max_proximity,s2_shared_device_flag,s2_device_velocity_norm,s2_layer1_score,s3_zc_before_48,s3_zc_hour_proximity,s3_curve_shape_score,s3_max_acceleration_norm,s3_acceleration_ratio_norm,s3_total_tx_norm,s3_observation_age_norm,s3_mean_velocity_norm,s4_dormancy_days_norm,s4_device_delta_score,s4_reactivation_amount_norm,s4_time_since_kyc_norm,s4_channel_switch_score,s4_combined_signal_score,s4_pattern_confidence,s5_fri_score_norm,s5_internal_partial_score_norm,s5_contradiction_magnitude,s5_sim_age_days_norm,s5_complaint_history_norm,s5_pattern_confidence,s6_days_to_upi_reg_norm,s6_swap_frequency_norm,s6_iccid_change_score,s6_post_swap_txn_velocity_norm,s6_swap_to_fraud_window_score,s6_pattern_confidence,is_mule
0.7596076010464012,0.27934709460306195,0.7867244123475836,0.6631520600004053,0.734887196282119,0.7654689302662705,0.5505340752452393,0.0710656105864581,0.2879046101156817,0.6557454541652106,0.026671592581861026,0.21101200012610322,0.9350949916589512,0.7415914679378159,0.5161867607617942,0.5038532068095636,0.22764265412244977,0.4067664370834049,0.6560952823570039,0.7010717205906545,0.5576552645647636,0.7107713963836799,0.591585738576036,0.5099413197997362,0.4922494851808922,0.4152834676248266,0.9403041351857694,0.07107826072667467,0.6059473376000886,0.7935379301774568,0.6956108235820552,0.9094230322715621,0.06457782537609369,0.9070674860440389,0.4509851510583771,0.9792405474566378,0.8771768456495188,0.7948356836965309,0.2986654410007601,0.46372527542365116,0.3174649451111663,0.7503222720301319,0.13638431263462258,0
0.991487491154249,0.6623036943096864,0.502558129828017,0.7777658370832929,0.05903624720952427,0.8583422580728158,0.12856436546744876,0.5478816683848245,0.5069759723851217,0.7145749568511194,0.44479970437405403,0.48797225388816956,0.5798006227278699,0.8761698693273507,0.24067441930424316,0.5426821093523244,0.5933741281853486,0.09642399519509448,0.5621446112326166,0.4478487815516784,0.053149579751328724,0.2276777211011456,0.6143661458134946,0.6802816017504031,0.23401766253645773,0.46265680994073255,0.3753856115005284,0.24696515219222903,0.02422989489382177,0.43122675738519156,0.6822012730001197,0.46502296197487647,0.457855102134183,0.2335747543045047,0.3613106017932003,0.5202883463544413,0.933087538670351,0.9020331998223483,0.25942154503959003,0.8525822556926548,0.6122329361831462,0.28966544185437226,0.5967736740052424,0
0.1204254895111464,0.528477160243558,0.976867310118538,0.642783245760894,0.2603207086553917,0.9296853864277478,0.9329231930747715,0.261426222410472,0.3246475225030787,0.10500190512225982,0.9967297472639415,0.9232434042609635,0.4092255479986715,0.2521301534182423,0.1361800443823048,0.13257906805414166,0.5507331055488722,0.10518029394225092,0.23527676173033496,0.4453106245238134,0.735787361605319,0.8804202069905663,0.4581400009301363,0.18142047987627796,0.47091201455215126,0.33479222111518836,0.8954543507633443,0.9418647433373349,0.4879766252136539,0.037004358894115574,0.9091652010535897,0.16856033416018945,0.1934690979417536,0.22073097046740642,0.8515518594847972,0.0252790808218738,0.008542031600108912,0.39179599853011327,0.6557498425022714,0.48428542609774794,0.8997720818022725,0.22593797678671346,0.6054854549695237,0
0.9854196848587118,0.9890494436066843,0.5883126701147889,0.4198143170774139,0.8753034146468037,0.3369138071055675,0.1463184809360235,0.7457061875750937,0.3556936838923863,0.858646675138721,0.2907649777558422,0.411887081277725,0.8627721723672278,0.173063875332645,0.5855376344043609,0.09542522859882818,0.7031455810068772,0.05383999973003528,0.7547819242908099,0.40480120571066647,0.3222303114419661,0.4421004577441561,0.9341677984632164,0.23640887427818635,0.5687209122201539,0.4774853994075944,0.3389542682143266,0.8024648404455179,0.44981467242964523,0.3879762795365852,0.16860879392098804,0.08758047626452914,0.34497283612290786,0.7125356917124565,0.10931230408820658,0.2565844364557186,0.5866133878822588,0.5000952669441042,0.5164357157360423,0.8359495276263456,0.06630934931481003,0.5008309208848485,0.222225468096778,0
0.9543704785611852,0.4867167095620537,0.6691214481893579,0.5692206880419192,0.5239536364791304,0.4789937890088378,0.4455760937862622,0.24937978928389615,0.5089733107517633,0.7704461373041341,0.2812223028187735,0.38361142213455335,0.20006780469084617,0.2750355244465097,0.5350977142463633,0.8641384530506675,0.35659558709188155,0.9731740959914953,0.5498098726946218,0.6241796279524202,0.7339688525909583,0.7904333820802286,0.2085755180788974,0.4708107520557563,0.8942041089533572,0.03655433863238533,0.20438779628907155,0.6683500026664668,0.8859270273099229,0.19892548580424518,0.03736293569333493,0.4769808329620482,0.654636472056867,0.3619170977605143,0.7777085501144976,0.681065320644488,0.9974570261650165,0.7549184938965814,0.2628228107752636,0.8041458631368145,0.2893231112759027,0.38011354530896835,0.583959234576448,1
0.4271176989293146,0.2262641972095023,0.5603707196004661,0.28496986602430807,0.604101275865906,0.1007915097804355,0.20592939101139796,0.5753940277018593,0.1540595652066925,0.31461861254590817,0.13115693029498088,0.3311678996248708,0.9409270186433448,0.3989463749664488,0.7542080144310995,0.6307622315320642,0.6414004181983287,0.704693458619076,0.6721342000195842,0.30514837233020975,0.9471011547808783,0.2757661042664844,0.0931028075107414,0.009656780979538926,0.06382879639548733,0.46093723691660293,0.8776742705541487,0.96134055676005,0.2902928084049121,0.231612678358616,0.765638626837922,0.6819918062469666,0.4609266618200146,0.14996611091636047,0.5245596670168766,0.8854853373224438,0.0969834454721652,0.9272251531962015,0.8867769537086538,0.9111757929152372,0.9208598889713554,0.23936036658613924,0.32572419775159545,0
0.7163851610584612,0.6419816500963171,0.45229279375683895,0.880164805504078,0.33163505082289313,0.9104180047878617,0.5673628982665504,0.19254329594992625,0.20730371991486118,0.3183466652071203,0.3116890448571289,0.33983270314810476,0.790105069371902,0.2654971004668001,0.9835340840083466,0.8394355675474889,0.12254480168827575,0.5523943319929626,0.7895582129595431,0.9391109708256379,0.15795801396021736,0.8679385362921497,0.18808499532526102,0.07609546228175113,0.32993042620539104,0.4035624036654233,0.6869287249706975,0.3106888406467704,0.6051293131187665,0.32574818735086364,0.41401472663988015,0.3097478025696544,0.5764590467720612,0.017646937100849747,0.4099603781302814,0.17682388773894564,0.6746047940362301,0.04303522129147719,0.8520237012093017,0.8594614401573168,0.06584512469824311,0.9231419574025287,0.8139363011988298,1
0.8547745680470957,0.13080087225272463,0.15075290501587602,0.36617656327049775,0.9546981537440185,0.12454851642257536,0.9246730032168813,0.14388682084371296,0.8228442488836938,0.5890153445590041,0.4475108606152358,0.37790036362617285,0.4628844955324032,0.4571405075286824,0.5015291527153652,0.3234642037216594,0.8372206105376105,0.15666265809280921,0.08854326294369586,0.21696555720532662,0.5065332511651023,0.16001286147058458,0.7028893428179003,0.4183706770799803,0.5237343782089061,0.29653492210532884,0.13242459771439608,0.8833705859496449,0.8490933352171622,0.2608491256689479,0.5554075604234661,0.3095750840369652,0.9190982844077411,0.7374175403405597,0.547663201702346,0.4803928612378172,0.5849820430614191,0.740451921788825,0.46767006790282817,0.12673585288774591,0.6913613474426662,0.7412273949570575,0.16280638312053775,0
0.7477767413326576,0.46180305990962156,0.2966881037968747,0.17155078294856207,0.04376696814342007,0.5412777730962843,0.8189538328909021,0.9945771419660465,0.8098635144755855,0.4932125377203387,0.1582693408043202,0.08812087346269393,0.7248043267578214,0.4416856837227481,0.4218015045231228,0.9526374408221042,0.6271836295546209,0.25552754365982855,0.6290320533491475,0.5009126439087692,0.1009820627893071,0.4556676999852223,0.1104732810736474,0.2572493676881199,0.3521926058006447,0.2053111799081061,0.4282227630327571,0.9934152293174525,0.08532718573033693,0.12609766148002466,0.09243581821477242,0.1631985938637872,0.8590197069954164,0.17492834140884594,0.44441638679846895,0.5881532300614594,0.5051257431475493,0.9001543587898562,0.8129769267960949,0.09604556702577749,0.5590196426837126,0.6578989952654751,0.073158201663447,1
0.08201892528948451,0.15891805497558942,0.5917906394150486,0.8876278483255493,0.46916989059400627,0.7748077880221461,0.7138220644024896,0.19346977141460153,0.5011996352925325,0.6858689217413898,0.6607322077919747,0.4714404331316996,0.5964823804278689,0.4715340014204983,0.7605651160323352,0.20128701956114503,0.699399411268689,0.9266172128323225,0.06339220458567296,0.011518176971624494,0.0032559159785037206,0.7895665413545744,0.7213215797665892,0.256148461403612,0.04893425514356875,0.8664946864049372,0.840562837513726,0.1609577165489997,0.7083734626549499,0.6119559124986902,0.6771748872905549,0.7340405759094949,0.1354597111442476,0.8603734799087543,0.6582739578089101,0.05966173768031002,0.25882568040201537,0.07398342188698948,0.4807588380739295,0.24136934289888945,0.830570659991674,0.4114941507428077,0.2597021802196261,0
